event_id,timestamp,user_id,device_id,os,model,ip_address,city,country,lat,lon,event_type,status_code
evt_000078,2025-06-10T21:54:00Z,usr_1011,dev_aa059fc48c,iOS 17.4,SM-A536E,111.14.35.205,Singapore,SG,1.3908,103.8424,login,200
evt_000004,2025-06-10T21:57:00Z,usr_1001,dev_c991f2d86b,Android 13,vivo Y36,108.15.114.26,Singapore,SG,1.3408,103.8073,login,200
evt_000005,2025-06-10T21:58:00Z,usr_1001,dev_c991f2d86b,iOS 18.0,SM-A536E,108.15.114.251,Singapore,SG,1.3859,103.7861,transfer,200
evt_000079,2025-06-10T21:58:00Z,usr_1011,dev_aa059fc48c,iOS 17.4,SM-A536E,111.14.35.131,Singapore,SG,1.3639,103.7808,transfer,200
evt_000001,2025-06-10T21:59:00Z,usr_1001,dev_c991f2d86b,Android 12,SM-A536E,108.15.114.153,Singapore,SG,1.3459,103.7822,login,200
evt_000002,2025-06-10T22:00:00Z,usr_1001,dev_c991f2d86b,Android 14,vivo Y36,108.15.114.58,Singapore,SG,1.348,103.8021,transfer,200
evt_000045,2025-06-10T22:02:00Z,usr_1007,dev_5813c7b431,iOS 17.4,vivo Y36,105.28.154.251,Jakarta,ID,-6.1991,106.818,login,200
evt_000162,2025-06-10T22:08:00Z,usr_1021,dev_11aef9a7da,Android 12,"iPhone15,2",110.24.150.41,Bangkok,TH,13.7688,100.4797,login,200
evt_000163,2025-06-10T22:11:00Z,usr_1021,dev_11aef9a7da,iOS 17.4,"iPhone15,2",110.24.150.208,Bangkok,TH,13.7506,100.5067,transaction,200
evt_000239,2025-06-10T22:29:00Z,usr_1031,dev_6bb8db0f70,iOS 17.4,"iPhone15,2",104.48.189.121,Kuala Lumpur,MY,3.1088,101.6829,login,200
evt_000240,2025-06-10T22:30:00Z,usr_1031,dev_6bb8db0f70,iOS 18.0,vivo Y36,104.48.189.65,Kuala Lumpur,MY,3.176,101.7191,top_up,200
evt_000269,2025-06-10T22:39:00Z,usr_1033,dev_bf3b9ebeec,iOS 17.4,Redmi Note 12,104.6.122.118,Bangkok,TH,13.7954,100.5053,login,200
evt_000270,2025-06-10T22:41:00Z,usr_1033,dev_bf3b9ebeec,iOS 18.0,Redmi Note 12,104.6.122.51,Bangkok,TH,13.781,100.4883,transfer,200
evt_000076,2025-06-10T23:38:00Z,usr_1011,dev_aa059fc48c,Android 14,Redmi Note 12,111.14.35.29,Singapore,SG,1.3584,103.8541,login,200
evt_000077,2025-06-10T23:42:00Z,usr_1011,dev_aa059fc48c,Android 14,SM-A536E,111.14.35.153,Singapore,SG,1.3673,103.83,top_up,200
evt_000050,2025-06-10T23:44:00Z,usr_1008,dev_5a49c75956,iOS 17.4,"iPhone14,3",114.22.156.150,Manila,PH,14.6365,120.9654,login,200
evt_000051,2025-06-10T23:48:00Z,usr_1008,dev_5a49c75956,iOS 17.4,vivo Y36,114.22.156.157,Manila,PH,14.6382,120.9535,top_up,200
evt_000224,2025-06-11T00:44:00Z,usr_1029,dev_0201ff5560,Android 14,SM-A536E,107.7.13.117,Kuala Lumpur,MY,3.1128,101.704,login,200
evt_000431,2025-06-11T01:00:00Z,usr_7002,dev_8fd0a44e02,Android 12,SM-G991B,122.114.23.246,Jakarta,ID,-6.2167,106.8758,login,200
evt_000432,2025-06-11T01:02:00Z,usr_7002,dev_8fd0a44e02,iOS 17.4,Redmi Note 12,141.44.233.4,Jakarta,ID,-6.2193,106.8289,transaction,200
evt_000287,2025-06-11T01:23:00Z,usr_1035,dev_4ee43d62e1,Android 14,SM-G991B,116.28.28.195,Manila,PH,14.5613,120.9681,login,200
evt_000288,2025-06-11T01:27:00Z,usr_1035,dev_4ee43d62e1,iOS 18.0,"iPhone15,2",116.28.28.65,Manila,PH,14.5964,120.9566,transfer,200
evt_000433,2025-06-11T01:40:00Z,usr_7002,dev_bfd22823d7,iOS 17.4,"iPhone15,2",159.188.252.199,Dubai,AE,25.2269,55.2894,login,200
evt_000434,2025-06-11T01:43:00Z,usr_7002,dev_bfd22823d7,Android 12,"iPhone15,2",119.3.209.8,Dubai,AE,25.1834,55.2585,transfer,200
evt_000281,2025-06-11T02:00:00Z,usr_1035,dev_4ee43d62e1,Android 12,vivo Y36,116.28.28.118,Manila,PH,14.6046,120.9889,login,200
evt_000282,2025-06-11T02:03:00Z,usr_1035,dev_4ee43d62e1,Android 13,vivo Y36,116.28.28.67,Manila,PH,14.6248,121.0039,transfer,200
evt_000115,2025-06-11T02:38:00Z,usr_1016,dev_4370e07556,Android 13,Redmi Note 12,100.35.208.199,Jakarta,ID,-6.1856,106.8388,login,200
evt_000317,2025-06-11T03:41:00Z,usr_1040,dev_ca9fb0711f,iOS 18.0,SM-A536E,105.20.8.78,Bangkok,TH,13.7293,100.481,login,200
evt_000296,2025-06-11T03:42:00Z,usr_1036,dev_e345b66df5,iOS 18.0,SM-G991B,109.14.163.145,Singapore,SG,1.3451,103.8131,login,200
evt_000297,2025-06-11T03:46:00Z,usr_1036,dev_e345b66df5,iOS 17.4,"iPhone15,2",109.14.163.86,Singapore,SG,1.3638,103.8536,transaction,200
evt_000199,2025-06-11T04:07:00Z,usr_1025,dev_2c26e38c5b,iOS 18.0,SM-A536E,118.28.236.244,Jakarta,ID,-6.176,106.8709,login,200
evt_000043,2025-06-11T04:21:00Z,usr_1007,dev_5813c7b431,Android 12,SM-G991B,105.28.154.215,Jakarta,ID,-6.2193,106.8498,login,200
evt_000044,2025-06-11T04:22:00Z,usr_1007,dev_5813c7b431,iOS 17.4,SM-G991B,105.28.154.232,Jakarta,ID,-6.2202,106.8602,top_up,200
evt_000308,2025-06-11T04:37:00Z,usr_1038,dev_40582a9fcb,Android 13,"iPhone15,2",113.8.118.131,Singapore,SG,1.3486,103.7846,login,200
evt_000309,2025-06-11T04:41:00Z,usr_1038,dev_40582a9fcb,iOS 18.0,SM-G991B,113.8.118.3,Singapore,SG,1.3547,103.8127,transfer,200
evt_000017,2025-06-11T04:52:00Z,usr_1003,dev_575da2a739,iOS 17.4,"iPhone14,3",101.7.78.140,Manila,PH,14.6358,121.018,login,200
evt_000080,2025-06-11T04:53:00Z,usr_1012,dev_45ff3a9d72,iOS 18.0,"iPhone14,3",103.27.185.189,Manila,PH,14.6012,120.9962,login,200
evt_000081,2025-06-11T04:57:00Z,usr_1012,dev_45ff3a9d72,iOS 18.0,Redmi Note 12,103.27.185.84,Manila,PH,14.6276,121.0107,top_up,200
evt_000234,2025-06-11T05:03:00Z,usr_1030,dev_99fe967c87,Android 14,OPPO A78,102.19.203.217,Bangkok,TH,13.7902,100.4651,login,200
evt_000143,2025-06-11T05:05:00Z,usr_1020,dev_5a5de62fe4,iOS 18.0,SM-A536E,111.42.214.215,Jakarta,ID,-6.2097,106.8382,login,200
evt_000275,2025-06-11T05:48:00Z,usr_1034,dev_393f8fc272,iOS 18.0,Redmi Note 12,105.0.172.178,Manila,PH,14.5689,121.0175,login,200
evt_000276,2025-06-11T05:50:00Z,usr_1034,dev_393f8fc272,Android 14,Pixel 8,105.0.172.41,Manila,PH,14.5959,121.0233,transaction,200
evt_000413,2025-06-11T06:00:00Z,usr_5501,dev_04700d1c4b,Android 12,SM-A536E,114.10.44.137,Jakarta,ID,-6.1777,106.8066,login,200
evt_000414,2025-06-11T06:02:00Z,usr_5501,dev_04700d1c4b,iOS 17.4,OPPO A78,114.10.44.35,Jakarta,ID,-6.2179,106.8727,transfer,200
evt_000046,2025-06-11T06:11:00Z,usr_1007,dev_5813c7b431,Android 14,vivo Y36,105.28.154.8,Jakarta,ID,-6.2345,106.8796,login,200
evt_000194,2025-06-11T06:36:00Z,usr_1024,dev_0a68273a94,iOS 18.0,SM-G991B,110.45.43.107,Manila,PH,14.5886,121.0018,login,200
evt_000008,2025-06-11T07:21:00Z,usr_1002,dev_4576762b9d,Android 12,"iPhone15,2",111.13.136.43,Kuala Lumpur,MY,3.136,101.6685,login,200
evt_000185,2025-06-11T07:33:00Z,usr_1024,dev_0a68273a94,Android 13,"iPhone15,2",110.45.43.183,Manila,PH,14.5945,120.9794,login,200
evt_000186,2025-06-11T07:35:00Z,usr_1024,dev_0a68273a94,iOS 17.4,Redmi Note 12,110.45.43.101,Manila,PH,14.5922,120.9713,top_up,200
evt_000055,2025-06-11T07:45:00Z,usr_1009,dev_2e4c3cc23e,Android 12,Redmi Note 12,102.42.169.105,Jakarta,ID,-6.205,106.8056,login,200
evt_000226,2025-06-11T07:46:00Z,usr_1029,dev_0201ff5560,iOS 17.4,"iPhone15,2",107.7.13.33,Kuala Lumpur,MY,3.1778,101.7103,login,200
evt_000056,2025-06-11T07:49:00Z,usr_1009,dev_2e4c3cc23e,Android 12,OPPO A78,102.42.169.121,Jakarta,ID,-6.2135,106.8597,transfer,200
evt_000227,2025-06-11T07:50:00Z,usr_1029,dev_0201ff5560,iOS 17.4,OPPO A78,107.7.13.121,Kuala Lumpur,MY,3.1633,101.691,transaction,200
evt_000230,2025-06-11T08:50:00Z,usr_1030,dev_99fe967c87,Android 14,vivo Y36,102.19.203.130,Bangkok,TH,13.7892,100.4662,login,200
evt_000231,2025-06-11T08:52:00Z,usr_1030,dev_99fe967c87,Android 14,"iPhone14,3",102.19.203.84,Bangkok,TH,13.7911,100.4798,top_up,200
evt_000289,2025-06-11T09:44:00Z,usr_1035,dev_4ee43d62e1,Android 13,SM-G991B,116.28.28.209,Manila,PH,14.6123,120.9934,login,200
evt_000052,2025-06-11T09:57:00Z,usr_1008,dev_5a49c75956,iOS 17.4,SM-G991B,114.22.156.183,Manila,PH,14.5944,120.9858,login,200
evt_000192,2025-06-11T10:12:00Z,usr_1024,dev_0a68273a94,Android 14,"iPhone14,3",110.45.43.41,Manila,PH,14.5657,121.0118,login,200
evt_000193,2025-06-11T10:13:00Z,usr_1024,dev_0a68273a94,iOS 17.4,"iPhone14,3",110.45.43.154,Manila,PH,14.5896,120.9572,transfer,200
evt_000271,2025-06-11T10:22:00Z,usr_1034,dev_393f8fc272,Android 14,vivo Y36,105.0.172.213,Manila,PH,14.5937,120.9704,login,200
evt_000272,2025-06-11T10:23:00Z,usr_1034,dev_393f8fc272,Android 14,Pixel 8,105.0.172.84,Manila,PH,14.6344,120.9447,transaction,200
evt_000100,2025-06-11T11:00:00Z,usr_1014,dev_1a9d3948e4,iOS 18.0,SM-A536E,108.42.41.141,Jakarta,ID,-6.2308,106.8175,login,200
evt_000101,2025-06-11T11:02:00Z,usr_1014,dev_1a9d3948e4,Android 13,"iPhone14,3",108.42.41.204,Jakarta,ID,-6.2242,106.8655,transaction,200
evt_000166,2025-06-11T13:22:00Z,usr_1022,dev_2d2c322304,iOS 18.0,vivo Y36,120.1.46.118,Singapore,SG,1.3394,103.8094,login,200
evt_000148,2025-06-11T13:29:00Z,usr_1020,dev_5a5de62fe4,Android 14,OPPO A78,111.42.214.200,Jakarta,ID,-6.237,106.8776,login,200
evt_000149,2025-06-11T13:31:00Z,usr_1020,dev_5a5de62fe4,Android 12,Redmi Note 12,111.42.214.206,Jakarta,ID,-6.2348,106.8585,transaction,200
evt_000009,2025-06-11T13:59:00Z,usr_1002,dev_4576762b9d,iOS 17.4,SM-G991B,111.13.136.60,Kuala Lumpur,MY,3.1647,101.7113,login,200
evt_000010,2025-06-11T14:00:00Z,usr_1002,dev_4576762b9d,Android 12,OPPO A78,111.13.136.56,Kuala Lumpur,MY,3.1514,101.6786,transaction,200
evt_000141,2025-06-11T14:13:00Z,usr_1019,dev_5bcc9a0014,Android 13,Pixel 8,107.40.97.234,Bangkok,TH,13.7724,100.5137,login,200
evt_000142,2025-06-11T14:14:00Z,usr_1019,dev_5bcc9a0014,iOS 17.4,Pixel 8,107.40.97.31,Bangkok,TH,13.7241,100.5328,transaction,200
evt_000048,2025-06-11T14:26:00Z,usr_1008,dev_5a49c75956,Android 13,"iPhone15,2",114.22.156.104,Manila,PH,14.5858,121.0133,login,200
evt_000112,2025-06-11T14:40:00Z,usr_1016,dev_4370e07556,Android 13,Pixel 8,100.35.208.244,Jakarta,ID,-6.2394,106.8722,login,200
evt_000113,2025-06-11T14:43:00Z,usr_1016,dev_4370e07556,iOS 17.4,vivo Y36,100.35.208.215,Jakarta,ID,-6.2102,106.8434,transfer,200
evt_000435,2025-06-11T15:00:00Z,usr_7003,dev_d85fbbc9bc,Android 13,vivo Y36,194.157.53.54,Bangkok,TH,13.7587,100.4809,login,200
evt_000436,2025-06-11T15:02:00Z,usr_7003,dev_d85fbbc9bc,iOS 18.0,SM-G991B,118.143.47.13,Bangkok,TH,13.79,100.5336,transaction,200
evt_000124,2025-06-11T15:03:00Z,usr_1017,dev_42f6b0c74b,Android 13,vivo Y36,100.18.152.252,Bangkok,TH,13.7242,100.5125,login,200
evt_000253,2025-06-11T15:04:00Z,usr_1032,dev_492d1946de,Android 13,Pixel 8,116.32.250.45,Kuala Lumpur,MY,3.1409,101.7046,login,200
evt_000437,2025-06-11T15:18:00Z,usr_7003,dev_9ad4d4cba8,Android 12,vivo Y36,189.190.234.251,Sydney,AU,-33.849,151.2158,login,200
evt_000438,2025-06-11T15:21:00Z,usr_7003,dev_9ad4d4cba8,Android 12,"iPhone14,3",181.201.38.153,Sydney,AU,-33.8634,151.2041,transfer,200
evt_000140,2025-06-11T15:55:00Z,usr_1019,dev_5bcc9a0014,iOS 18.0,SM-G991B,107.40.97.160,Bangkok,TH,13.787,100.5067,login,200
evt_000097,2025-06-11T16:44:00Z,usr_1014,dev_1a9d3948e4,Android 14,SM-A536E,108.42.41.42,Jakarta,ID,-6.2486,106.8416,login,200
evt_000098,2025-06-11T16:47:00Z,usr_1014,dev_1a9d3948e4,Android 14,Redmi Note 12,108.42.41.182,Jakarta,ID,-6.2262,106.8744,transaction,200
evt_000127,2025-06-11T16:52:00Z,usr_1018,dev_73e605131f,iOS 18.0,"iPhone14,3",109.1.23.61,Manila,PH,14.5964,120.9645,login,200
evt_000243,2025-06-11T16:52:00Z,usr_1031,dev_6bb8db0f70,Android 14,OPPO A78,104.48.189.14,Kuala Lumpur,MY,3.103,101.6865,login,200
evt_000128,2025-06-11T16:53:00Z,usr_1018,dev_73e605131f,iOS 17.4,"iPhone14,3",109.1.23.20,Manila,PH,14.5948,120.9718,top_up,200
evt_000026,2025-06-11T17:56:00Z,usr_1005,dev_a1e1ffc4cb,Android 14,"iPhone15,2",113.22.216.139,Jakarta,ID,-6.2129,106.8394,login,200
evt_000027,2025-06-11T17:58:00Z,usr_1005,dev_a1e1ffc4cb,iOS 18.0,SM-A536E,113.22.216.14,Jakarta,ID,-6.1966,106.8488,transaction,200
evt_000133,2025-06-11T18:13:00Z,usr_1019,dev_5bcc9a0014,Android 14,SM-A536E,107.40.97.233,Bangkok,TH,13.7665,100.465,login,200
evt_000093,2025-06-11T18:28:00Z,usr_1013,dev_b0be763bfc,iOS 18.0,SM-A536E,103.12.151.212,Bangkok,TH,13.7215,100.5011,login,200
evt_000094,2025-06-11T18:29:00Z,usr_1013,dev_b0be763bfc,Android 14,Redmi Note 12,103.12.151.23,Bangkok,TH,13.7958,100.4713,transaction,200
evt_000084,2025-06-11T19:16:00Z,usr_1012,dev_45ff3a9d72,iOS 17.4,Redmi Note 12,103.27.185.227,Manila,PH,14.6072,121.0146,login,200
evt_000085,2025-06-11T19:18:00Z,usr_1012,dev_45ff3a9d72,Android 14,vivo Y36,103.27.185.127,Manila,PH,14.6039,120.9634,transaction,200
evt_000035,2025-06-11T19:36:00Z,usr_1006,dev_889f8614c7,Android 14,OPPO A78,116.5.95.63,Jakarta,ID,-6.2276,106.8161,login,200
evt_000304,2025-06-11T19:36:00Z,usr_1037,dev_8a2026c4a6,Android 12,vivo Y36,107.47.74.77,Singapore,SG,1.3243,103.8062,login,200
evt_000305,2025-06-11T19:38:00Z,usr_1037,dev_8a2026c4a6,Android 12,OPPO A78,107.47.74.67,Singapore,SG,1.3732,103.8189,top_up,200
evt_000036,2025-06-11T19:40:00Z,usr_1006,dev_889f8614c7,Android 13,SM-G991B,116.5.95.119,Jakarta,ID,-6.1991,106.8506,top_up,200
evt_000258,2025-06-11T20:05:00Z,usr_1032,dev_492d1946de,Android 12,Pixel 8,116.32.250.51,Kuala Lumpur,MY,3.1756,101.6692,login,200
evt_000259,2025-06-11T20:08:00Z,usr_1032,dev_492d1946de,Android 14,Pixel 8,116.32.250.83,Kuala Lumpur,MY,3.1374,101.6917,top_up,200
evt_000260,2025-06-11T21:20:00Z,usr_1032,dev_492d1946de,iOS 17.4,SM-A536E,116.32.250.148,Kuala Lumpur,MY,3.1531,101.6773,login,200
evt_000049,2025-06-11T22:06:00Z,usr_1008,dev_5a49c75956,iOS 17.4,vivo Y36,114.22.156.175,Manila,PH,14.638,120.9871,login,200
evt_000195,2025-06-11T22:54:00Z,usr_1024,dev_0a68273a94,iOS 18.0,"iPhone15,2",110.45.43.138,Manila,PH,14.5786,121.0214,login,200
evt_000213,2025-06-11T23:03:00Z,usr_1027,dev_266234211d,iOS 17.4,SM-G991B,102.22.123.223,Singapore,SG,1.3646,103.8017,login,200
evt_000111,2025-06-11T23:19:00Z,usr_1015,dev_f65a09c2fb,iOS 18.0,Pixel 8,114.5.20.33,Bangkok,TH,13.7186,100.5122,login,200
evt_000102,2025-06-11T23:24:00Z,usr_1014,dev_1a9d3948e4,iOS 18.0,SM-A536E,108.42.41.121,Jakarta,ID,-6.1937,106.8616,login,200
evt_000175,2025-06-11T23:31:00Z,usr_1022,dev_2d2c322304,Android 13,vivo Y36,120.1.46.7,Singapore,SG,1.3894,103.7935,login,200
evt_000006,2025-06-12T00:01:00Z,usr_1001,dev_c991f2d86b,Android 12,OPPO A78,108.15.114.149,Singapore,SG,1.3275,103.7854,login,200
evt_000007,2025-06-12T00:04:00Z,usr_1001,dev_c991f2d86b,Android 14,SM-A536E,108.15.114.99,Singapore,SG,1.3343,103.8307,transaction,200
evt_000137,2025-06-12T00:17:00Z,usr_1019,dev_5bcc9a0014,iOS 17.4,SM-A536E,107.40.97.121,Bangkok,TH,13.7933,100.4731,login,200
evt_000131,2025-06-12T00:18:00Z,usr_1018,dev_73e605131f,Android 13,vivo Y36,109.1.23.72,Manila,PH,14.5601,121.0134,login,200
evt_000129,2025-06-12T00:50:00Z,usr_1018,dev_73e605131f,iOS 18.0,Redmi Note 12,109.1.23.118,Manila,PH,14.6271,120.9601,login,200
evt_000130,2025-06-12T00:54:00Z,usr_1018,dev_73e605131f,Android 14,vivo Y36,109.1.23.148,Manila,PH,14.5882,120.9679,transaction,200
evt_000251,2025-06-12T00:55:00Z,usr_1032,dev_492d1946de,iOS 18.0,SM-G991B,116.32.250.96,Kuala Lumpur,MY,3.1255,101.6557,login,200
evt_000252,2025-06-12T00:58:00Z,usr_1032,dev_492d1946de,Android 13,Pixel 8,116.32.250.69,Kuala Lumpur,MY,3.1764,101.7095,transfer,200
evt_000171,2025-06-12T01:09:00Z,usr_1022,dev_2d2c322304,Android 14,"iPhone14,3",120.1.46.197,Singapore,SG,1.3325,103.806,login,200
evt_000172,2025-06-12T01:13:00Z,usr_1022,dev_2d2c322304,Android 14,vivo Y36,120.1.46.138,Singapore,SG,1.3684,103.8198,transaction,200
evt_000300,2025-06-12T01:23:00Z,usr_1036,dev_e345b66df5,Android 13,"iPhone15,2",109.14.163.241,Singapore,SG,1.3273,103.8391,login,200
evt_000415,2025-06-12T02:00:00Z,usr_5501,dev_04700d1c4b,iOS 18.0,OPPO A78,114.10.44.141,Jakarta,ID,-6.1942,106.8666,login,200
evt_000416,2025-06-12T02:02:00Z,usr_5501,dev_04700d1c4b,Android 13,SM-G991B,114.10.44.152,Jakarta,ID,-6.2434,106.8266,transfer,200
evt_000053,2025-06-12T02:51:00Z,usr_1009,dev_2e4c3cc23e,Android 13,Redmi Note 12,102.42.169.131,Jakarta,ID,-6.2241,106.8383,login,200
evt_000054,2025-06-12T02:54:00Z,usr_1009,dev_2e4c3cc23e,Android 14,"iPhone15,2",102.42.169.109,Jakarta,ID,-6.1956,106.8359,transfer,200
evt_000089,2025-06-12T03:04:00Z,usr_1012,dev_45ff3a9d72,Android 13,"iPhone14,3",103.27.185.51,Manila,PH,14.5768,120.9829,login,200
evt_000123,2025-06-12T03:14:00Z,usr_1017,dev_42f6b0c74b,iOS 18.0,SM-G991B,100.18.152.160,Bangkok,TH,13.7218,100.5123,login,200
evt_000063,2025-06-12T03:19:00Z,usr_1009,dev_2e4c3cc23e,iOS 18.0,vivo Y36,102.42.169.214,Jakarta,ID,-6.1763,106.8413,login,200
evt_000064,2025-06-12T03:23:00Z,usr_1009,dev_2e4c3cc23e,iOS 17.4,"iPhone15,2",102.42.169.217,Jakarta,ID,-6.1978,106.8669,top_up,200
evt_000225,2025-06-12T03:38:00Z,usr_1029,dev_0201ff5560,iOS 17.4,SM-A536E,107.7.13.142,Kuala Lumpur,MY,3.1424,101.7182,login,200
evt_000292,2025-06-12T03:46:00Z,usr_1036,dev_e345b66df5,Android 14,Redmi Note 12,109.14.163.226,Singapore,SG,1.3236,103.8326,login,200
evt_000293,2025-06-12T03:49:00Z,usr_1036,dev_e345b66df5,Android 13,"iPhone14,3",109.14.163.162,Singapore,SG,1.3664,103.8243,top_up,200
evt_000103,2025-06-12T04:00:00Z,usr_1015,dev_f65a09c2fb,Android 12,Redmi Note 12,114.5.20.8,Bangkok,TH,13.7236,100.5388,login,200
evt_000180,2025-06-12T04:07:00Z,usr_1023,dev_822c334e94,iOS 17.4,"iPhone14,3",116.32.99.114,Bangkok,TH,13.7218,100.4972,login,200
evt_000181,2025-06-12T04:10:00Z,usr_1023,dev_822c334e94,Android 13,OPPO A78,116.32.99.131,Bangkok,TH,13.7222,100.4987,transfer,200
evt_000018,2025-06-12T04:15:00Z,usr_1003,dev_575da2a739,iOS 18.0,SM-G991B,101.7.78.30,Manila,PH,14.6338,121.0145,login,200
evt_000241,2025-06-12T04:42:00Z,usr_1031,dev_6bb8db0f70,Android 12,OPPO A78,104.48.189.50,Kuala Lumpur,MY,3.16,101.6868,login,200
evt_000216,2025-06-12T04:46:00Z,usr_1028,dev_4ec6b4d9e0,iOS 17.4,Redmi Note 12,114.24.173.116,Manila,PH,14.6077,120.9783,login,200
evt_000242,2025-06-12T04:46:00Z,usr_1031,dev_6bb8db0f70,iOS 18.0,SM-G991B,104.48.189.25,Kuala Lumpur,MY,3.1746,101.6873,top_up,200
evt_000217,2025-06-12T04:49:00Z,usr_1028,dev_4ec6b4d9e0,Android 13,OPPO A78,114.24.173.159,Manila,PH,14.6394,120.9662,top_up,200
evt_000088,2025-06-12T05:09:00Z,usr_1012,dev_45ff3a9d72,iOS 17.4,Pixel 8,103.27.185.71,Manila,PH,14.584,120.9626,login,200
evt_000120,2025-06-12T05:19:00Z,usr_1017,dev_42f6b0c74b,Android 13,Pixel 8,100.18.152.27,Bangkok,TH,13.7584,100.4984,login,200
evt_000209,2025-06-12T05:23:00Z,usr_1027,dev_266234211d,Android 14,SM-G991B,102.22.123.92,Singapore,SG,1.3558,103.8449,login,200
evt_000210,2025-06-12T05:27:00Z,usr_1027,dev_266234211d,iOS 18.0,"iPhone14,3",102.22.123.209,Singapore,SG,1.3229,103.8371,transfer,200
evt_000040,2025-06-12T06:48:00Z,usr_1007,dev_5813c7b431,Android 14,Redmi Note 12,105.28.154.131,Jakarta,ID,-6.2097,106.878,login,200
evt_000261,2025-06-12T07:07:00Z,usr_1032,dev_492d1946de,Android 14,Redmi Note 12,116.32.250.12,Kuala Lumpur,MY,3.122,101.704,login,200
evt_000262,2025-06-12T07:11:00Z,usr_1032,dev_492d1946de,iOS 17.4,Pixel 8,116.32.250.56,Kuala Lumpur,MY,3.1152,101.69,transfer,200
evt_000178,2025-06-12T07:56:00Z,usr_1023,dev_822c334e94,Android 14,"iPhone15,2",116.32.99.28,Bangkok,TH,13.728,100.4776,login,200
evt_000179,2025-06-12T07:57:00Z,usr_1023,dev_822c334e94,iOS 18.0,Pixel 8,116.32.99.195,Bangkok,TH,13.7614,100.5082,transaction,200
evt_000173,2025-06-12T08:21:00Z,usr_1022,dev_2d2c322304,Android 13,vivo Y36,120.1.46.222,Singapore,SG,1.3715,103.8147,login,200
evt_000174,2025-06-12T08:22:00Z,usr_1022,dev_2d2c322304,Android 12,vivo Y36,120.1.46.148,Singapore,SG,1.3445,103.831,top_up,200
evt_000321,2025-06-12T08:34:00Z,usr_1040,dev_ca9fb0711f,Android 12,vivo Y36,105.20.8.112,Bangkok,TH,13.7312,100.5087,login,200
evt_000322,2025-06-12T08:37:00Z,usr_1040,dev_ca9fb0711f,Android 13,SM-A536E,105.20.8.70,Bangkok,TH,13.7286,100.5187,transaction,200
evt_000090,2025-06-12T09:16:00Z,usr_1013,dev_b0be763bfc,Android 14,Redmi Note 12,103.12.151.5,Bangkok,TH,13.7729,100.4719,login,200
evt_000091,2025-06-12T09:17:00Z,usr_1013,dev_b0be763bfc,iOS 17.4,"iPhone14,3",103.12.151.165,Bangkok,TH,13.7858,100.5011,transfer,200
evt_000246,2025-06-12T09:29:00Z,usr_1031,dev_6bb8db0f70,Android 12,Redmi Note 12,104.48.189.20,Kuala Lumpur,MY,3.1299,101.6829,login,200
evt_000247,2025-06-12T09:30:00Z,usr_1031,dev_6bb8db0f70,Android 13,vivo Y36,104.48.189.97,Kuala Lumpur,MY,3.1626,101.674,transaction,200
evt_000248,2025-06-12T09:55:00Z,usr_1031,dev_6bb8db0f70,Android 14,"iPhone15,2",104.48.189.156,Kuala Lumpur,MY,3.1397,101.6869,login,200
evt_000249,2025-06-12T09:57:00Z,usr_1031,dev_6bb8db0f70,iOS 17.4,Pixel 8,104.48.189.134,Kuala Lumpur,MY,3.1356,101.6954,transfer,200
evt_000220,2025-06-12T10:00:00Z,usr_1028,dev_4ec6b4d9e0,iOS 17.4,vivo Y36,114.24.173.245,Manila,PH,14.6049,120.9926,login,200
evt_000417,2025-06-12T10:00:00Z,usr_5501,atk_e66e806652,Android 13,vivo Y36,102.89.33.131,Lagos,NG,6.5073,3.3962,login,401
evt_000427,2025-06-12T10:00:00Z,usr_7001,dev_a4545d8bba,Android 13,Pixel 8,158.184.28.129,Singapore,SG,1.3808,103.7932,login,200
evt_000418,2025-06-12T10:01:00Z,usr_5501,atk_54acf2d585,iOS 18.0,vivo Y36,102.89.33.23,Lagos,NG,6.5356,3.3822,login,401
evt_000419,2025-06-12T10:02:00Z,usr_5501,atk_f71f5c1f90,Android 13,Redmi Note 12,102.89.33.22,Lagos,NG,6.5253,3.3555,login,401
evt_000428,2025-06-12T10:02:00Z,usr_7001,dev_a4545d8bba,Android 14,Redmi Note 12,198.52.59.60,Singapore,SG,1.3714,103.78,transaction,200
evt_000221,2025-06-12T10:03:00Z,usr_1028,dev_4ec6b4d9e0,iOS 18.0,SM-A536E,114.24.173.148,Manila,PH,14.5705,120.9736,top_up,200
evt_000420,2025-06-12T10:03:00Z,usr_5501,atk_19c7321f83,Android 12,OPPO A78,102.89.33.102,Lagos,NG,6.5313,3.4003,login,429
evt_000421,2025-06-12T10:06:00Z,usr_5501,atk_84e3cfe228,Android 13,Redmi Note 12,102.89.33.180,Lagos,NG,6.5194,3.4155,login,200
evt_000422,2025-06-12T10:07:00Z,usr_5501,atk_815507e055,Android 14,SM-A536E,102.89.33.238,Lagos,NG,6.5192,3.3755,password_reset,200
evt_000423,2025-06-12T10:09:00Z,usr_5501,atk_5c6b9112e1,iOS 17.4,"iPhone14,3",102.89.33.32,Lagos,NG,6.4854,3.3502,transfer,200
evt_000424,2025-06-12T10:11:00Z,usr_5501,atk_80ee55d394,iOS 18.0,OPPO A78,102.89.33.135,Lagos,NG,6.5258,3.405,transfer,200
